,Breaking&Entering,Stated intent with partner,Happened at night,Elements of assault identified,Elements of theft identified,Race,Stage of Legal Procedure,Sentencing
2917,False,False,True,False,False,Hispanic,Investigation,2
2918,False,True,False,False,False,White,Initial Hearing/Arraignment,2
2919,True,False,False,True,False,Hispanic,Investigation,3
2920,False,False,False,False,True,Other,Initial Hearing/Arraignment,3
2921,True,False,True,True,False,Black,Initial Hearing/Arraignment,3
2922,True,False,False,False,True,White,Plea Bargaining,0
2923,False,False,False,True,True,White,Investigation,3
2924,False,False,True,True,True,Hispanic,Pre-Trial Motions,1
2925,True,False,False,False,True,White,Investigation,2
2926,False,True,True,False,True,Hispanic,Plea Bargaining,3
2927,True,True,False,True,True,Other,Investigation,2
2928,True,True,False,True,True,Hispanic,Pre-Trial Motions,1
2929,True,False,True,False,False,Other,Investigation,1
2930,True,True,True,False,True,Other,Investigation,1
2931,False,True,True,False,False,White,Investigation,0
2932,True,True,False,False,False,Hispanic,Initial Hearing/Arraignment,1
2933,False,False,True,False,False,White,Initial Hearing/Arraignment,0
2934,False,True,True,False,True,Black,Plea Bargaining,5
2935,True,False,True,True,False,Black,Investigation,4
2936,True,False,False,True,True,Other,Plea Bargaining,3
2937,True,True,False,False,False,Other,Initial Hearing/Arraignment,0
2938,True,False,False,False,False,White,Initial Hearing/Arraignment,2
2939,False,True,False,True,False,Black,Plea Bargaining,1
2940,False,False,True,True,True,White,Pre-Trial Motions,2
2941,False,True,True,False,True,Black,Investigation,0
2942,True,True,False,True,False,Other,Plea Bargaining,1
2943,False,False,True,True,False,White,Investigation,2
2944,True,False,True,False,False,Other,Pre-Trial Motions,1
2945,True,False,False,False,False,White,Pre-Trial Motions,2
2946,True,True,False,True,False,White,Pre-Trial Motions,3
2947,False,False,False,False,True,Other,Initial Hearing/Arraignment,2
2948,True,True,False,False,True,Hispanic,Plea Bargaining,2
2949,True,False,False,True,False,Other,Pre-Trial Motions,3
2950,True,True,False,True,True,Other,Plea Bargaining,4
2951,False,True,False,False,False,Hispanic,Pre-Trial Motions,5
2952,False,True,False,False,False,White,Plea Bargaining,1
2953,False,True,False,True,False,Other,Pre-Trial Motions,4
2954,False,False,False,False,True,White,Plea Bargaining,2
2955,True,False,False,False,True,Black,Plea Bargaining,0
2956,True,False,True,True,True,Black,Plea Bargaining,4
2957,False,True,False,True,True,Other,Investigation,0
2958,True,True,False,True,False,Black,Investigation,4
2959,True,True,True,True,True,Hispanic,Initial Hearing/Arraignment,2
2960,True,False,False,False,False,Other,Pre-Trial Motions,0
2961,True,False,True,False,False,Black,Plea Bargaining,2
2962,False,True,False,True,False,Other,Pre-Trial Motions,4
2963,True,False,True,True,False,Black,Plea Bargaining,1
2964,False,False,False,False,True,White,Plea Bargaining,2
2965,False,False,False,False,False,Hispanic,Investigation,5
2966,False,False,False,False,False,Other,Pre-Trial Motions,4
2967,True,False,False,True,True,White,Plea Bargaining,5
2968,False,True,True,True,True,Hispanic,Plea Bargaining,2
2969,True,True,False,False,False,Hispanic,Initial Hearing/Arraignment,1
2970,True,True,True,True,False,Hispanic,Pre-Trial Motions,0
2971,False,False,True,False,True,Black,Investigation,2
2972,False,True,False,False,False,Hispanic,Initial Hearing/Arraignment,4
2973,True,False,False,False,True,White,Pre-Trial Motions,5
2974,True,True,True,True,True,White,Plea Bargaining,2
2975,True,False,True,False,False,Other,Plea Bargaining,0
2976,True,False,True,False,True,Other,Initial Hearing/Arraignment,2
2977,True,True,True,True,True,Hispanic,Plea Bargaining,2
2978,True,False,False,False,True,White,Investigation,2
2979,True,False,False,True,True,Black,Plea Bargaining,5
2980,False,True,False,True,True,Black,Investigation,4
2981,True,True,True,True,False,Hispanic,Initial Hearing/Arraignment,2
2982,True,False,True,False,True,Hispanic,Investigation,3
2983,True,True,False,False,False,Other,Pre-Trial Motions,3
2984,True,True,False,False,False,Other,Initial Hearing/Arraignment,1
2985,True,False,False,False,True,White,Initial Hearing/Arraignment,3
2986,True,False,False,True,True,Other,Investigation,4
2987,False,False,False,False,False,White,Investigation,2
2988,True,False,True,False,True,Other,Initial Hearing/Arraignment,4
2989,False,False,True,False,False,White,Plea Bargaining,1
2990,True,True,False,False,False,White,Pre-Trial Motions,1
2991,False,True,True,True,False,Other,Investigation,3
2992,True,False,False,False,True,Black,Plea Bargaining,3
2993,False,True,True,False,False,Other,Investigation,5
2994,False,True,True,True,True,Hispanic,Pre-Trial Motions,1
2995,True,False,False,True,True,Hispanic,Initial Hearing/Arraignment,1
2996,True,False,True,False,False,Black,Pre-Trial Motions,4
2997,False,False,False,False,False,White,Investigation,1
2998,True,True,False,False,False,White,Investigation,3
2999,True,True,True,False,False,Hispanic,Pre-Trial Motions,2
3000,False,True,True,False,True,Hispanic,Plea Bargaining,1
3001,True,True,True,False,False,White,Pre-Trial Motions,5
3002,True,True,False,True,True,Other,Plea Bargaining,1
3003,False,False,False,True,True,Hispanic,Investigation,0
3004,True,True,True,True,True,White,Initial Hearing/Arraignment,2
3005,True,False,False,False,True,Hispanic,Plea Bargaining,3
3006,True,False,True,False,False,White,Initial Hearing/Arraignment,0
3007,False,True,True,True,False,Black,Plea Bargaining,0
3008,False,False,True,False,True,Other,Investigation,4
3009,False,False,True,False,True,White,Plea Bargaining,1
3010,False,True,False,False,True,White,Initial Hearing/Arraignment,1
3011,False,True,True,True,False,Black,Plea Bargaining,2
3012,True,True,False,True,True,Black,Investigation,3
3013,True,False,True,True,False,Other,Pre-Trial Motions,4
3014,False,True,True,False,True,Black,Investigation,0
3015,True,False,False,True,False,Black,Investigation,4
3016,False,False,False,False,True,Hispanic,Pre-Trial Motions,2
3017,False,False,False,False,False,Black,Plea Bargaining,2
3018,True,True,True,True,True,Other,Investigation,3
3019,False,False,False,True,True,Hispanic,Plea Bargaining,5
3020,False,False,True,False,False,Black,Plea Bargaining,5
3021,False,False,False,False,False,Hispanic,Pre-Trial Motions,4
3022,True,True,False,True,True,Black,Initial Hearing/Arraignment,1
3023,True,True,True,True,True,Black,Investigation,5
3024,False,True,False,True,True,Black,Investigation,3
3025,False,True,False,True,True,Other,Investigation,4
3026,True,False,True,False,True,White,Plea Bargaining,3
3027,False,False,False,False,False,Other,Pre-Trial Motions,2
3028,True,True,True,False,True,White,Investigation,3
3029,False,False,False,False,False,Other,Initial Hearing/Arraignment,1
3030,True,True,True,True,False,Black,Investigation,5
3031,True,True,True,False,True,Other,Initial Hearing/Arraignment,2
3032,True,False,False,False,False,Hispanic,Pre-Trial Motions,1
3033,False,False,True,False,True,White,Investigation,5
3034,True,False,True,False,False,Other,Investigation,2
3035,True,True,False,False,False,Hispanic,Plea Bargaining,1
3036,True,False,False,True,True,Other,Initial Hearing/Arraignment,0
3037,False,False,False,True,True,White,Initial Hearing/Arraignment,5
3038,True,False,True,True,False,Other,Initial Hearing/Arraignment,1
3039,True,True,True,True,False,Hispanic,Pre-Trial Motions,2
3040,True,True,True,True,False,Hispanic,Plea Bargaining,0
3041,True,False,True,False,True,Black,Investigation,5
3042,False,True,False,True,True,Black,Plea Bargaining,2
3043,False,True,False,False,True,White,Initial Hearing/Arraignment,2
3044,True,True,False,True,False,Hispanic,Plea Bargaining,5
3045,False,True,False,False,False,Other,Pre-Trial Motions,1
3046,False,False,False,False,True,Hispanic,Investigation,2
3047,True,False,True,True,True,Hispanic,Pre-Trial Motions,1
3048,False,True,True,True,False,Black,Plea Bargaining,3
3049,True,False,True,True,True,White,Pre-Trial Motions,4
3050,False,True,True,False,False,Hispanic,Investigation,2
3051,False,True,False,False,True,Black,Investigation,4
3052,False,True,False,True,False,Other,Pre-Trial Motions,3
3053,False,False,False,True,False,Hispanic,Plea Bargaining,4
3054,False,False,True,False,True,White,Plea Bargaining,1
3055,False,True,True,True,False,Other,Plea Bargaining,0
3056,True,False,False,False,False,Other,Investigation,2
3057,False,False,True,True,False,Black,Investigation,5
3058,False,True,True,True,False,Black,Investigation,2
3059,False,True,True,True,False,Black,Investigation,5
3060,False,True,True,False,False,Hispanic,Pre-Trial Motions,0
3061,False,False,False,False,True,White,Pre-Trial Motions,2
3062,False,True,False,True,False,Black,Investigation,3
3063,True,False,True,True,False,Other,Initial Hearing/Arraignment,1
3064,True,False,False,True,False,White,Initial Hearing/Arraignment,4
3065,False,True,True,True,True,Other,Pre-Trial Motions,2
3066,True,True,True,True,True,Black,Investigation,5
3067,True,True,False,True,False,Hispanic,Pre-Trial Motions,4
3068,False,True,True,True,False,White,Plea Bargaining,2
3069,False,False,False,True,True,Hispanic,Pre-Trial Motions,2
3070,False,False,False,False,True,Hispanic,Investigation,4
3071,False,False,False,False,False,White,Investigation,1
3072,True,False,True,False,False,Black,Investigation,2
3073,True,True,True,True,True,Hispanic,Initial Hearing/Arraignment,4
3074,True,True,True,True,False,White,Investigation,2
3075,False,False,True,False,False,White,Initial Hearing/Arraignment,0
3076,True,True,False,False,True,Other,Investigation,5
3077,False,True,True,True,True,Hispanic,Investigation,1
3078,True,True,False,False,True,Hispanic,Investigation,5
3079,True,True,True,False,True,Other,Initial Hearing/Arraignment,1
3080,True,False,True,True,False,White,Plea Bargaining,3
3081,True,True,True,False,False,Black,Plea Bargaining,5
3082,True,False,True,False,True,Black,Plea Bargaining,0
3083,True,False,True,True,False,White,Pre-Trial Motions,1
3084,False,True,False,False,False,Black,Plea Bargaining,5
3085,False,False,False,True,False,Black,Pre-Trial Motions,5
3086,True,False,True,False,True,Other,Plea Bargaining,3
3087,True,False,False,True,False,Other,Pre-Trial Motions,3
3088,False,False,True,False,False,Other,Pre-Trial Motions,4
3089,False,True,False,True,False,White,Plea Bargaining,1
3090,True,True,False,True,False,Other,Investigation,3
3091,True,False,False,True,True,Black,Investigation,3
3092,True,False,True,True,True,Black,Plea Bargaining,4
3093,True,True,False,True,False,Other,Pre-Trial Motions,4
3094,False,True,True,True,False,Hispanic,Pre-Trial Motions,3
3095,True,False,False,False,True,Hispanic,Plea Bargaining,3
3096,False,False,True,True,True,Other,Initial Hearing/Arraignment,2
3097,True,True,True,True,True,Hispanic,Investigation,2
3098,False,True,False,False,True,Hispanic,Plea Bargaining,2
3099,True,True,True,False,False,Black,Investigation,3
3100,False,False,False,True,False,Black,Initial Hearing/Arraignment,2
3101,True,False,False,True,True,Black,Plea Bargaining,1
3102,True,False,False,False,True,Hispanic,Initial Hearing/Arraignment,0
3103,False,True,False,True,False,Other,Investigation,1
3104,True,True,True,False,True,Black,Plea Bargaining,5
3105,False,False,True,False,True,Other,Initial Hearing/Arraignment,1
3106,False,True,True,True,False,Other,Plea Bargaining,2
3107,False,False,True,False,True,White,Pre-Trial Motions,1
3108,False,False,False,True,False,Black,Plea Bargaining,2
3109,False,False,True,False,True,White,Investigation,2
3110,False,True,False,False,False,White,Pre-Trial Motions,5
3111,True,True,False,True,True,Black,Pre-Trial Motions,3
3112,True,False,True,False,True,White,Pre-Trial Motions,5
3113,False,True,True,False,False,Hispanic,Initial Hearing/Arraignment,3
3114,True,True,False,False,False,Other,Investigation,0
3115,True,False,False,False,True,White,Initial Hearing/Arraignment,2
3116,False,True,True,True,True,White,Initial Hearing/Arraignment,3
3117,True,True,False,True,False,White,Initial Hearing/Arraignment,3
3118,False,False,True,False,False,White,Plea Bargaining,2
3119,False,False,True,True,True,White,Initial Hearing/Arraignment,3
3120,True,False,False,True,False,Hispanic,Initial Hearing/Arraignment,3
3121,True,False,True,True,True,Hispanic,Pre-Trial Motions,3
3122,False,False,True,True,True,Hispanic,Investigation,2
3123,True,True,False,True,False,Hispanic,Initial Hearing/Arraignment,4
3124,False,False,True,False,True,Hispanic,Investigation,5
3125,False,False,True,True,False,Other,Investigation,2
3126,False,True,True,True,True,Other,Initial Hearing/Arraignment,4
3127,False,False,True,False,True,White,Plea Bargaining,0
3128,True,True,False,True,False,Other,Pre-Trial Motions,0
3129,True,False,True,False,False,Black,Investigation,5
3130,True,False,False,False,False,Hispanic,Plea Bargaining,1
3131,True,False,False,False,False,Other,Investigation,3
3132,True,True,True,False,True,White,Plea Bargaining,1
3133,False,True,True,False,False,Hispanic,Initial Hearing/Arraignment,3
3134,False,True,False,True,True,Black,Pre-Trial Motions,0
3135,True,True,False,False,True,Hispanic,Pre-Trial Motions,0
3136,True,False,True,True,True,Other,Initial Hearing/Arraignment,1
3137,False,False,True,True,False,Black,Plea Bargaining,3
3138,False,True,False,False,False,Hispanic,Investigation,4
3139,True,False,False,True,True,White,Pre-Trial Motions,2
3140,False,False,False,False,True,White,Initial Hearing/Arraignment,4
3141,False,False,False,True,True,Other,Plea Bargaining,3
3142,False,True,False,False,False,Hispanic,Pre-Trial Motions,1
3143,False,False,True,False,False,Hispanic,Pre-Trial Motions,3
3144,True,False,False,False,True,White,Pre-Trial Motions,3
3145,False,True,True,True,True,Hispanic,Plea Bargaining,5
3146,True,False,False,True,True,Black,Investigation,3
3147,True,True,False,True,False,White,Plea Bargaining,1
3148,False,False,True,False,True,White,Investigation,1
3149,False,False,False,False,False,Hispanic,Pre-Trial Motions,3
3150,True,False,False,True,True,White,Plea Bargaining,2
3151,True,True,True,False,True,Black,Initial Hearing/Arraignment,3
3152,True,True,True,False,True,Hispanic,Plea Bargaining,4
3153,True,False,False,False,False,White,Plea Bargaining,4
3154,False,False,False,True,True,White,Plea Bargaining,2
3155,True,True,True,False,True,Other,Initial Hearing/Arraignment,3
3156,True,True,False,True,False,Other,Investigation,3
3157,False,False,False,True,True,Other,Investigation,3
3158,True,True,True,False,True,Hispanic,Pre-Trial Motions,3
3159,False,False,False,False,False,Other,Investigation,2
3160,True,False,False,True,False,Other,Initial Hearing/Arraignment,2
3161,True,False,False,False,True,Other,Investigation,4
3162,True,False,True,False,False,Black,Initial Hearing/Arraignment,1
3163,True,True,False,True,True,Other,Plea Bargaining,4
3164,False,True,False,False,True,White,Plea Bargaining,2
3165,False,False,True,True,True,Hispanic,Pre-Trial Motions,2
3166,True,True,False,False,False,Black,Plea Bargaining,2
3167,True,False,True,False,False,Hispanic,Plea Bargaining,4
3168,True,True,False,True,False,Hispanic,Pre-Trial Motions,5
3169,False,True,False,False,False,Other,Pre-Trial Motions,5
3170,False,True,True,True,True,Hispanic,Investigation,1
3171,False,True,False,False,True,Other,Pre-Trial Motions,5
3172,True,False,False,True,True,Black,Plea Bargaining,1
